2025-08-05T17:36:14.308574 - 
Updating Jekyll layouts...
2025-08-05T17:36:14.309105 - ✅ Updated layout: practice-area.html
2025-08-05T17:36:14.309474 - ✅ Updated layout: default.html
2025-08-05T17:36:14.309753 - ✅ Updated layout: default-optimized.html
2025-08-05T17:36:14.310425 - ✅ Updated layout: modern-default.html
2025-08-05T17:36:14.310454 - 
Migrating 1322 pages without layout...
2025-08-05T17:36:14.410366 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/life-care-planning/lexington-ma-life-care-planning.html
2025-08-05T17:36:14.410713 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/life-care-planning/revere-ma-life-care-planning.html
2025-08-05T17:36:14.411055 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/life-care-planning/cranston-ri-life-care-planning.html
2025-08-05T17:36:14.411401 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/life-care-planning/northampton-ma-life-care-planning.html
2025-08-05T17:36:14.411729 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/life-care-planning/concord-nh-life-care-planning.html
2025-08-05T17:36:14.412033 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/life-care-planning/brunswick-me-life-care-planning.html
2025-08-05T17:36:14.412333 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/life-care-planning/westerly-ri-life-care-planning.html
2025-08-05T17:36:14.412633 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/life-care-planning/taunton-ma-life-care-planning.html
2025-08-05T17:36:14.412962 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/life-care-planning/newington-ct-life-care-planning.html
2025-08-05T17:36:14.413431 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/life-care-planning/manchester-ct-life-care-planning.html
2025-08-05T17:36:14.413861 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/life-care-planning/augusta-me-life-care-planning.html
2025-08-05T17:36:14.414196 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/life-care-planning/gloucester-ma-life-care-planning.html
2025-08-05T17:36:14.414577 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/life-care-planning/quincy-ma-life-care-planning.html
2025-08-05T17:36:14.414983 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/life-care-planning/portland-me-life-care-planning.html
2025-08-05T17:36:14.415348 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/life-care-planning/east-hartford-ct-life-care-planning.html
2025-08-05T17:36:14.415841 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/life-care-planning/west-haven-ct-life-care-planning.html
2025-08-05T17:36:14.416256 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/life-care-planning/goffstown-nh-life-care-planning.html
2025-08-05T17:36:14.417868 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/cities/chicago-forensic-economist.html
2025-08-05T17:36:14.418767 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/cities/new-york-forensic-economist.html
2025-08-05T17:36:14.419578 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/cities/dallas-forensic-economist.html
2025-08-05T17:36:14.420250 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/cities/miami-forensic-economist.html
2025-08-05T17:36:14.422940 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/cities/los-angeles-forensic-economist.html
2025-08-05T17:36:14.423646 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/cities/atlanta-forensic-economist.html
2025-08-05T17:36:14.424317 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/cities/houston-forensic-economist.html
2025-08-05T17:36:14.425037 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/cities/hartford-forensic-economist.html
2025-08-05T17:36:14.425820 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/cities/seattle-forensic-economist.html
2025-08-05T17:36:14.426505 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/cities/philadelphia-forensic-economist.html
2025-08-05T17:36:14.427295 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/cities/charlotte-forensic-economist.html
2025-08-05T17:36:14.427862 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/cities/boston-forensic-economist.html
2025-08-05T17:36:14.428677 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/cities/austin-forensic-economist.html
2025-08-05T17:36:14.429372 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/cities/columbus-forensic-economist.html
2025-08-05T17:36:14.430041 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/cities/denver-forensic-economist.html
2025-08-05T17:36:14.430622 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/cities/detroit-forensic-economist.html
2025-08-05T17:36:14.431472 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/warwick-ri-business-valuation.html
2025-08-05T17:36:14.432091 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/haverhill-ma-business-valuation.html
2025-08-05T17:36:14.432537 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/worcester-ma-business-valuation.html
2025-08-05T17:36:14.432987 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/dover-nh-business-valuation.html
2025-08-05T17:36:14.433435 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/lewiston-me-business-valuation.html
2025-08-05T17:36:14.435504 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/new-bedford-ma-business-valuation.html
2025-08-05T17:36:14.435928 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/chicopee-ma-business-valuation.html
2025-08-05T17:36:14.436439 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/stamford-ct-business-valuation.html
2025-08-05T17:36:14.436857 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/derry-nh-business-valuation.html
2025-08-05T17:36:14.437358 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/bridgeport-ct-business-valuation.html
2025-08-05T17:36:14.437692 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/trumbull-ct-business-valuation.html
2025-08-05T17:36:14.438086 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/everett-ma-business-valuation.html
2025-08-05T17:36:14.438414 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/st.-johnsbury-vt-business-valuation.html
2025-08-05T17:36:14.438867 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/rutland-vt-business-valuation.html
2025-08-05T17:36:14.439154 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/barre-vt-business-valuation.html
2025-08-05T17:36:14.439440 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/pittsfield-ma-business-valuation.html
2025-08-05T17:36:14.439737 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/st.-albans-vt-business-valuation.html
2025-08-05T17:36:14.441077 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/medford-ma-business-valuation.html
2025-08-05T17:36:14.441373 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/pawtucket-ri-business-valuation.html
2025-08-05T17:36:14.441679 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/rochester-nh-business-valuation.html
2025-08-05T17:36:14.441971 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/somerville-ma-business-valuation.html
2025-08-05T17:36:14.442380 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/waterbury-ct-business-valuation.html
2025-08-05T17:36:14.444473 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/manchester-nh-business-valuation.html
2025-08-05T17:36:14.444783 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/shelton-ct-business-valuation.html
2025-08-05T17:36:14.445195 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/wallingford-ct-business-valuation.html
2025-08-05T17:36:14.445470 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/bangor-me-business-valuation.html
2025-08-05T17:36:14.445851 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/nashua-nh-business-valuation.html
2025-08-05T17:36:14.446156 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/essex-junction-vt-business-valuation.html
2025-08-05T17:36:14.446536 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/holyoke-ma-business-valuation.html
2025-08-05T17:36:14.446826 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/auburn-me-business-valuation.html
2025-08-05T17:36:14.447202 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/new-haven-ct-business-valuation.html
2025-08-05T17:36:14.447493 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/bristol-ct-business-valuation.html
2025-08-05T17:36:14.447895 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/methuen-ma-business-valuation.html
2025-08-05T17:36:14.448345 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/enfield-ct-business-valuation.html
2025-08-05T17:36:14.448635 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/boston-ma-business-valuation.html
2025-08-05T17:36:14.448959 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/malden-ma-business-valuation.html
2025-08-05T17:36:14.449249 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/cambridge-ma-business-valuation.html
2025-08-05T17:36:14.449539 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/portsmouth-nh-business-valuation.html
2025-08-05T17:36:14.449815 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/beverly-ma-business-valuation.html
2025-08-05T17:36:14.450153 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/montpelier-vt-business-valuation.html
2025-08-05T17:36:14.450429 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/danbury-ct-business-valuation.html
2025-08-05T17:36:14.450709 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/saco-me-business-valuation.html
2025-08-05T17:36:14.451090 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/greenwich-ct-business-valuation.html
2025-08-05T17:36:14.451388 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/providence-ri-business-valuation.html
2025-08-05T17:36:14.451797 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/weymouth-ma-business-valuation.html
2025-08-05T17:36:14.452188 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/newton-ma-business-valuation.html
2025-08-05T17:36:14.452479 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/south-burlington-vt-business-valuation.html
2025-08-05T17:36:14.452761 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/bennington-vt-business-valuation.html
2025-08-05T17:36:14.453047 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/portland-me-business-valuation.html
2025-08-05T17:36:14.453479 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/west-haven-ct-business-valuation.html
2025-08-05T17:36:14.453772 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/east-hartford-ct-business-valuation.html
2025-08-05T17:36:14.454059 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/taunton-ma-business-valuation.html
2025-08-05T17:36:14.454409 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/newington-ct-business-valuation.html
2025-08-05T17:36:14.454772 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/westerly-ri-business-valuation.html
2025-08-05T17:36:14.455057 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/concord-nh-business-valuation.html
2025-08-05T17:36:14.455337 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/augusta-me-business-valuation.html
2025-08-05T17:36:14.455621 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/quincy-ma-business-valuation.html
2025-08-05T17:36:14.456011 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/manchester-ct-business-valuation.html
2025-08-05T17:36:14.456318 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/biddeford-me-business-valuation.html
2025-08-05T17:36:14.456603 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/revere-ma-business-valuation.html
2025-08-05T17:36:14.456896 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/cranston-ri-business-valuation.html
2025-08-05T17:36:14.457283 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/new-britain-ct-business-valuation.html
2025-08-05T17:36:14.457563 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/springfield-ma-business-valuation.html
2025-08-05T17:36:14.457880 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/torrington-ct-business-valuation.html
2025-08-05T17:36:14.458202 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/westbrook-me-business-valuation.html
2025-08-05T17:36:14.458529 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/milford-ct-business-valuation.html
2025-08-05T17:36:14.458926 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/fall-river-ma-business-valuation.html
2025-08-05T17:36:14.461253 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/waltham-ma-business-valuation.html
2025-08-05T17:36:14.461689 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/lowell-ma-business-valuation.html
2025-08-05T17:36:14.462173 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/keene-nh-business-valuation.html
2025-08-05T17:36:14.462476 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/stratford-ct-business-valuation.html
2025-08-05T17:36:14.462767 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/meriden-ct-business-valuation.html
2025-08-05T17:36:14.463059 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/south-portland-me-business-valuation.html
2025-08-05T17:36:14.463481 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/middletown-ct-business-valuation.html
2025-08-05T17:36:14.463765 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/lynn-ma-business-valuation.html
2025-08-05T17:36:14.464061 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/east-providence-ri-business-valuation.html
2025-08-05T17:36:14.464446 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/attleboro-ma-business-valuation.html
2025-08-05T17:36:14.464733 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/barnstable-ma-business-valuation.html
2025-08-05T17:36:14.465014 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/peabody-ma-business-valuation.html
2025-08-05T17:36:14.465332 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/brockton-ma-business-valuation.html
2025-08-05T17:36:14.465649 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/norwalk-ct-business-valuation.html
2025-08-05T17:36:14.466066 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/newport-ri-business-valuation.html
2025-08-05T17:36:14.466381 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/laconia-nh-business-valuation.html
2025-08-05T17:36:14.466793 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/westfield-ma-business-valuation.html
2025-08-05T17:36:14.467090 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/framingham-ma-business-valuation.html
2025-08-05T17:36:14.467465 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/wethersfield-ct-business-valuation.html
2025-08-05T17:36:14.467812 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/woonsocket-ri-business-valuation.html
2025-08-05T17:36:14.468234 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/burlington-vt-business-valuation.html
2025-08-05T17:36:14.468572 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/waterville-me-business-valuation.html
2025-08-05T17:36:14.468982 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/hartford-ct-business-valuation.html
2025-08-05T17:36:14.469363 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/naugatuck-ct-business-valuation.html
2025-08-05T17:36:14.469703 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/salem-nh-business-valuation.html
2025-08-05T17:36:14.470045 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/glastonbury-ct-business-valuation.html
2025-08-05T17:36:14.471628 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/business-valuation/brattleboro-vt-business-valuation.html
2025-08-05T17:36:14.472077 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/manchester-ct-vocational-expert.html
2025-08-05T17:36:14.472526 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/concord-nh-vocational-expert.html
2025-08-05T17:36:14.473054 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/nashua-nh-vocational-expert.html
2025-08-05T17:36:14.473471 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/attleboro-ma-vocational-expert.html
2025-08-05T17:36:14.473887 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/beverly-ma-vocational-expert.html
2025-08-05T17:36:14.474285 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/lexington-ma-vocational-expert.html
2025-08-05T17:36:14.474696 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/trumbull-ct-vocational-expert.html
2025-08-05T17:36:14.475105 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/newton-ma-vocational-expert.html
2025-08-05T17:36:14.475452 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/londonderry-nh-vocational-expert.html
2025-08-05T17:36:14.475867 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/bedford-nh-vocational-expert.html
2025-08-05T17:36:14.476280 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/salem-ma-vocational-expert.html
2025-08-05T17:36:14.476681 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/lowell-ma-vocational-expert.html
2025-08-05T17:36:14.477151 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/st-albans-vt-vocational-expert.html
2025-08-05T17:36:14.477802 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/south-portland-me-vocational-expert.html
2025-08-05T17:36:14.478256 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/peabody-ma-vocational-expert.html
2025-08-05T17:36:14.478648 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/chelsea-ma-vocational-expert.html
2025-08-05T17:36:14.479077 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/marlborough-ma-vocational-expert.html
2025-08-05T17:36:14.479482 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/manchester-nh-vocational-expert.html
2025-08-05T17:36:14.479811 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/pittsfield-ma-vocational-expert.html
2025-08-05T17:36:14.480118 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/lewiston-me-vocational-expert.html
2025-08-05T17:36:14.481520 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/boston-ma-vocational-expert.html
2025-08-05T17:36:14.481990 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/westbrook-me-vocational-expert.html
2025-08-05T17:36:14.482431 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/naugatuck-ct-vocational-expert.html
2025-08-05T17:36:14.482891 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/burlington-vt-vocational-expert.html
2025-08-05T17:36:14.483343 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/wethersfield-ct-vocational-expert.html
2025-08-05T17:36:14.483798 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/essex-junction-vt-vocational-expert.html
2025-08-05T17:36:14.484222 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/augusta-me-vocational-expert.html
2025-08-05T17:36:14.484658 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/enfield-ct-vocational-expert.html
2025-08-05T17:36:14.484954 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/hartford-ct-vocational-expert.html
2025-08-05T17:36:14.485271 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/laconia-nh-vocational-expert.html
2025-08-05T17:36:14.485694 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/barnstable-ma-vocational-expert.html
2025-08-05T17:36:14.486087 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/stamford-ct-vocational-expert.html
2025-08-05T17:36:14.486413 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/randolph-ma-vocational-expert.html
2025-08-05T17:36:14.486743 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/northampton-ma-vocational-expert.html
2025-08-05T17:36:14.488718 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/woonsocket-ri-vocational-expert.html
2025-08-05T17:36:14.489159 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/westerly-ri-vocational-expert.html
2025-08-05T17:36:14.489475 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/lawrence-ma-vocational-expert.html
2025-08-05T17:36:14.489781 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/salem-nh-vocational-expert.html
2025-08-05T17:36:14.490101 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/portsmouth-nh-vocational-expert.html
2025-08-05T17:36:14.490425 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/rochester-nh-vocational-expert.html
2025-08-05T17:36:14.490824 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/waltham-ma-vocational-expert.html
2025-08-05T17:36:14.491116 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/rutland-vt-vocational-expert.html
2025-08-05T17:36:14.491522 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/cranston-ri-vocational-expert.html
2025-08-05T17:36:14.491807 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/goffstown-nh-vocational-expert.html
2025-08-05T17:36:14.492143 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/worcester-ma-vocational-expert.html
2025-08-05T17:36:14.492445 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/lynn-ma-vocational-expert.html
2025-08-05T17:36:14.492835 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/west-haven-ct-vocational-expert.html
2025-08-05T17:36:14.493154 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/new-britain-ct-vocational-expert.html
2025-08-05T17:36:14.493621 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/biddeford-me-vocational-expert.html
2025-08-05T17:36:14.493939 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/warwick-ri-vocational-expert.html
2025-08-05T17:36:14.494230 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/malden-ma-vocational-expert.html
2025-08-05T17:36:14.494542 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/newport-ri-vocational-expert.html
2025-08-05T17:36:14.494860 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/new-haven-ct-vocational-expert.html
2025-08-05T17:36:14.495373 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/milford-ct-vocational-expert.html
2025-08-05T17:36:14.495727 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/watertown-ma-vocational-expert.html
2025-08-05T17:36:14.496076 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/merrimack-nh-vocational-expert.html
2025-08-05T17:36:14.496381 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/leominster-ma-vocational-expert.html
2025-08-05T17:36:14.496689 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/haverhill-ma-vocational-expert.html
2025-08-05T17:36:14.498391 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/cambridge-ma-vocational-expert.html
2025-08-05T17:36:14.498820 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/torrington-ct-vocational-expert.html
2025-08-05T17:36:14.499259 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/brockton-ma-vocational-expert.html
2025-08-05T17:36:14.499704 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/framingham-ma-vocational-expert.html
2025-08-05T17:36:14.500112 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/waterbury-ct-vocational-expert.html
2025-08-05T17:36:14.500408 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/danbury-ct-vocational-expert.html
2025-08-05T17:36:14.500692 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/fitchburg-ma-vocational-expert.html
2025-08-05T17:36:14.500995 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/dover-nh-vocational-expert.html
2025-08-05T17:36:14.501321 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/central-falls-ri-vocational-expert.html
2025-08-05T17:36:14.501682 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/east-hartford-ct-vocational-expert.html
2025-08-05T17:36:14.502131 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/auburn-me-vocational-expert.html
2025-08-05T17:36:14.502551 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/taunton-ma-vocational-expert.html
2025-08-05T17:36:14.502861 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/glastonbury-ct-vocational-expert.html
2025-08-05T17:36:14.503208 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/new-bedford-ma-vocational-expert.html
2025-08-05T17:36:14.503534 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/bristol-ct-vocational-expert.html
2025-08-05T17:36:14.503853 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/providence-ri-vocational-expert.html
2025-08-05T17:36:14.504161 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/bridgeport-ct-vocational-expert.html
2025-08-05T17:36:14.504466 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/vocational-expert/meriden-ct-vocational-expert.html
